Date,Open,High,Low,Close,Volume
2023-01-02,100.85450151335951,99.90228649421685,100.25370276965658,100.49671415301123,1401
2023-01-03,100.91923437820829,100.75907482888627,98.43628452766242,100.35844985184005,2466
2023-01-04,102.08918963311602,102.01138208965892,100.8757443100464,101.00613838994074,4561
2023-01-05,103.58297029838366,103.5761488401135,102.88480610515371,102.52916824634876,1614
2023-01-06,100.91734550366833,102.84494940014618,101.70844977484913,102.29501487162543,2296
2023-01-09,101.12305287476113,103.68372784702375,102.93767372723433,102.06087791467625,4597
2023-01-10,104.1551259973923,103.57247030080104,101.86630153108007,103.64009073018364,2182
2023-01-11,104.92131141024876,105.26514597431526,102.16287075602514,104.40752545933655,4223
2023-01-12,104.45309875970764,105.0583467051135,101.15933082449732,103.9380510734016,4042
2023-01-13,108.33334260764228,105.99504995104631,104.97665542847675,104.48061111698756,3667
2023-01-16,104.58808393486827,105.728808302264,103.67155908052916,104.0171934241751,3235
2023-01-17,104.68702931078545,103.42682157876698,102.4958789996944,103.55146367060485,4884
2023-01-18,104.74742770566407,103.25931177143525,103.07339456849068,103.79342594217087,2121
2023-01-19,102.53153694881887,104.15782251941158,99.7546566502147,101.88014569751307,1130
2023-01-20,99.8399586203597,101.48754187697963,101.60097984461687,100.15522786500004,3852
2023-01-23,100.35190955625234,99.84445379920251,98.72216151773429,99.59294033575907,2194
2023-01-24,97.80728400088708,101.13126119094719,97.68950401002955,98.58010921542466,3983
2023-01-25,98.65753794127991,100.01003118231279,98.62012317191862,98.89435654801993,4033
2023-01-26,97.5009689246696,100.16562965656254,97.46734170423542,97.98633247249872,1182
2023-01-27,96.65590291054976,97.64154725257353,95.79791279544256,96.57402877116343,4030
2023-01-30,100.3543361067585,101.10042546496697,96.24920308463967,98.03967754008498,1363
2023-01-31,95.94663604700669,100.56924208204164,97.28536959673443,97.81390123959844,1038
2023-02-01,98.56768963466088,98.6324652958073,98.76345394076141,97.88142944428637,4598
2023-02-02,94.84396538688326,98.42825220902726,96.80210130422789,96.4566812580729,4959
2023-02-03,95.4403666677583,97.55767448313287,96.50548516018712,95.91229853354773,3544
2023-02-06,97.11217172022495,98.39185268078994,94.5120054468264,96.02322112325758,4587
2023-02-07,94.93650756493075,94.90730408525518,92.88262272557671,94.87222754583529,2372
2023-02-08,94.17018078625165,96.9339770241794,94.12213864408132,95.24792556418096,4029
2023-02-09,93.93198316500218,96.70571136111174,93.70301178655085,94.64728687426215,1920
2023-02-10,95.03519087340356,93.59685363804577,94.44978464293983,94.35559312446888,4468
2023-02-13,93.02351988052234,93.5706279995737,91.06142188252466,93.75388651223948,3769
2023-02-14,95.8226232863304,94.56693251898832,96.13571501620903,95.60616469674842,4232
2023-02-15,95.6382393119143,96.32326063756594,94.4346595734315,95.59266747201049,1015
2023-02-16,93.88335619544877,96.25249879885055,93.10807547310716,94.53495654305459,1492
2023-02-17,97.5014455444831,97.8598585072538,93.34539707989761,95.35750145515777,2449
2023-02-20,94.77057682750477,95.21075258560653,91.48180113332099,94.13665780518676,2131
2023-02-21,92.32037881353389,96.9741369457628,94.16869198415341,94.3455214001915,3941
2023-02-22,92.57230559108115,92.00574981809683,91.45916924350013,92.38585127631173,4521
2023-02-23,90.39587876264493,90.35428278805816,88.76770432767225,91.05766522741331,1310
2023-02-24,92.10695979807865,92.19897876438581,88.95944769121881,91.25452646328243,1738
2023-02-27,91.20047230484514,93.37705849221715,90.6572083439877,91.99299304327783,4241
2023-02-28,92.0496248830009,93.13166657637372,92.8333828497572,92.1643613244678,1545
2023-03-01,92.55370032106002,90.98127094203969,90.78912169071596,92.04871304207957,3461
2023-03-02,92.6133645406604,92.65848930697749,89.24446639337218,91.74760934649028,1250
2023-03-03,89.06879094906708,89.964617855618,89.02334429203691,90.26908735612285,1758
2023-03-06,89.21474191188719,91.21891569655817,88.27651957798047,89.54924314772813,2804
2023-03-07,88.61365906560741,90.4552026228652,85.39171773382678,89.08860437676836,4212
2023-03-08,89.49239737041356,90.20584681665991,89.09143173646946,90.14572660298727,2297
2023-03-09,92.25479913283684,90.97547797521904,89.25841036234706,90.48934489255574,4487
2023-03-10,89.13128644815394,88.66709121530404,88.42251110200641,88.72630473719299,2631
2023-03-13,87.78950475225275,89.98770960931462,89.89934480153315,89.0503887065878,4810
2023-03-14,89.58316837322624,90.62044874667271,88.79187145571923,88.66530642617147,2914
2023-03-15,90.11054062287815,88.00265837952998,86.71949573531069,87.98838442586552,4110
2023-03-16,89.63252597525754,90.10410723022423,86.49353480596471,88.60006071470639,1813
2023-03-17,88.11169027124832,90.10080261882989,91.20442004045219,89.63106023720233,1028
2023-03-20,90.07810628345227,90.76946752405618,89.62155879033301,90.56234035631853,1957
2023-03-21,90.99003398228253,90.61609247314134,88.73705212500884,89.7231228330959,3032
2023-03-22,88.7062409916259,89.3786681348253,88.38978537013467,89.41391045724468,1476
2023-03-23,90.18899331679447,90.19152458330106,88.9432586494161,89.74517388864824,1317
2023-03-24,91.49535306919994,90.52284112318175,89.57635860384666,90.7207190157706,1244
2023-03-27,89.31461430634722,93.2062699108417,88.66788277104507,90.24154477792531,1747
2023-03-28,89.9963604451997,91.09114935323322,88.50902686002111,90.0558858012615,1696
2023-03-29,85.70828348718639,89.24982531926288,87.91679755703947,88.94955082725546,1271
2023-03-30,86.72895656184052,88.96732411390903,86.20991943204103,87.7533442031748,4511
2023-03-31,88.31330187417583,89.45354197587817,86.85302424289183,88.565870025569,2771
2023-04-03,88.67432687217497,90.7011404546066,89.02854028183172,89.92211005413982,2262
2023-04-04,91.48251123649112,91.46426663260291,88.59512271513863,89.85009993255949,3424
2023-04-05,89.42349145249088,92.61114054049882,91.35762581903421,90.85363283045152,1265
2023-04-06,90.77522436880216,91.68476770788862,87.56429904710613,91.21526885549915,3973
